Index,Topic,Sentiment Score,Source,Keywords,Subjectivity Score
1883,10,0.115,CBC,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.348
1884,9,0.185,CBC,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.37
1885,9,0.197,CBC,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.466
1886,9,0.101,CBC,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.337
1887,3,0.166,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.465
1888,3,0.1,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.455
1889,11,0.048,CBC,"peopl, said, one, say, covid-19, year, home, time, get, case",0.433
1890,6,0.063,CBC,"said, would, season, one, player, game, play, peopl, year, also",0.429
1891,9,0.076,CBC,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.416
1892,13,0.285,CBC,"said, work, say, one, also, n’t, peopl, year, show, time",0.592
1893,9,0.063,CBC,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.399
1894,3,0.074,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.439
1895,9,0.165,CBC,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.422
1896,3,0.113,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.47
1897,16,0.337,CBC,"said, would, peopl, coronaviru, race, also, n’t, day, one, report",0.583
1898,3,0.242,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.45
1899,8,0.108,CBC,"peopl, say, n’t, time, like, said, get, work, one, make",0.488
1900,3,0.101,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.457
1901,8,-0.022,CBC,"peopl, say, n’t, time, like, said, get, work, one, make",0.631
1902,3,0.15,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.562
1903,3,0.15,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.508
1904,5,0.135,CBC,"said, market, canadian, canada, report, year, say, one, also, would",0.574
1905,11,0.089,CBC,"peopl, said, one, say, covid-19, year, home, time, get, case",0.447
1906,3,0.204,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.571
1907,14,0.19,CBC,"n’t, said, say, like, get, time, peopl, day, one, would",0.344
1908,8,0.104,CBC,"peopl, say, n’t, time, like, said, get, work, one, make",0.393
1909,3,0.155,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.47
1910,3,0.179,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.504
1911,3,0.115,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.342
1912,8,-0.042,CBC,"peopl, say, n’t, time, like, said, get, work, one, make",0.632
1913,12,0.122,CBC,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.385
1914,14,0.132,CBC,"n’t, said, say, like, get, time, peopl, day, one, would",0.578
1915,3,0.085,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.509
1916,3,0.084,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.445
1917,8,0.309,CBC,"peopl, say, n’t, time, like, said, get, work, one, make",0.614
1918,1,0.107,CBC,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.348
1919,5,0.041,CBC,"said, market, canadian, canada, report, year, say, one, also, would",0.436
1920,11,0.078,CBC,"peopl, said, one, say, covid-19, year, home, time, get, case",0.421
1921,5,0.114,CBC,"said, market, canadian, canada, report, year, say, one, also, would",0.489
1922,7,0.305,CBC,"n’t, one, car, year, said, time, peopl, get, like, music",0.33
1923,7,0.061,CBC,"n’t, one, car, year, said, time, peopl, get, like, music",0.367
1924,14,0.093,CBC,"n’t, said, say, like, get, time, peopl, day, one, would",0.483
1925,14,0.058,CBC,"n’t, said, say, like, get, time, peopl, day, one, would",0.375
1926,8,0.171,CBC,"peopl, say, n’t, time, like, said, get, work, one, make",0.526
1927,9,0.423,CBC,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.362
1928,4,0.057,CBC,"peopl, said, star, one, work, n’t, news, time, reader, get",0.454
1929,3,0.09,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.444
1930,4,0.097,CBC,"peopl, said, star, one, work, n’t, news, time, reader, get",0.29
1931,5,0.129,CBC,"said, market, canadian, canada, report, year, say, one, also, would",0.415
1932,11,0.137,CBC,"peopl, said, one, say, covid-19, year, home, time, get, case",0.428
1933,7,0.117,CBC,"n’t, one, car, year, said, time, peopl, get, like, music",0.317
1934,3,0.231,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.619
1935,12,0.268,CBC,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.427
1936,5,0.114,CBC,"said, market, canadian, canada, report, year, say, one, also, would",0.489
1937,11,0.053,CBC,"peopl, said, one, say, covid-19, year, home, time, get, case",0.425
1938,7,0.119,CBC,"n’t, one, car, year, said, time, peopl, get, like, music",0.497
1939,8,0.136,CBC,"peopl, say, n’t, time, like, said, get, work, one, make",0.434
1940,8,0.113,CBC,"peopl, say, n’t, time, like, said, get, work, one, make",0.436
1941,16,0,CBC,"said, would, peopl, coronaviru, race, also, n’t, day, one, report",0
1942,17,0.138,CBC,"use, said, servic, may, peopl, govern, time, inform, one, also",0.551
1943,3,0.152,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.401
1944,13,0.04,CBC,"said, work, say, one, also, n’t, peopl, year, show, time",0.369
1945,5,0.04,CBC,"said, market, canadian, canada, report, year, say, one, also, would",0.416
1946,3,0.061,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.494
1947,3,0.131,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.491
1948,3,0.338,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.26
1949,11,0.172,CBC,"peopl, said, one, say, covid-19, year, home, time, get, case",0.497
1950,13,0.283,CBC,"said, work, say, one, also, n’t, peopl, year, show, time",0.7
1951,14,0.321,CBC,"n’t, said, say, like, get, time, peopl, day, one, would",0.664
1952,13,0.425,CBC,"said, work, say, one, also, n’t, peopl, year, show, time",0.55
1953,19,0.22,CBC,"said, coronaviru, peopl, one, que, state, countri, time, say, health",0.377
1954,3,0.221,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.595
1955,14,0.156,CBC,"n’t, said, say, like, get, time, peopl, day, one, would",0.46
1956,13,0.132,CBC,"said, work, say, one, also, n’t, peopl, year, show, time",0.462
1957,8,0.074,CBC,"peopl, say, n’t, time, like, said, get, work, one, make",0.486
1958,3,0.142,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.495
1959,6,0.193,CBC,"said, would, season, one, player, game, play, peopl, year, also",0.67
1960,7,0.147,CBC,"n’t, one, car, year, said, time, peopl, get, like, music",0.454
1961,8,0.184,CBC,"peopl, say, n’t, time, like, said, get, work, one, make",0.492
1962,3,0.154,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.493
1963,12,0.103,CBC,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.425
1964,13,0.232,CBC,"said, work, say, one, also, n’t, peopl, year, show, time",0.507
1965,13,0.083,CBC,"said, work, say, one, also, n’t, peopl, year, show, time",0.384
1966,8,0.177,CBC,"peopl, say, n’t, time, like, said, get, work, one, make",0.473
1967,13,0.142,CBC,"said, work, say, one, also, n’t, peopl, year, show, time",0.419
1968,13,0.157,CBC,"said, work, say, one, also, n’t, peopl, year, show, time",0.379
1969,3,0.041,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.447
1970,14,0.191,CBC,"n’t, said, say, like, get, time, peopl, day, one, would",0.506
1971,8,0.088,CBC,"peopl, say, n’t, time, like, said, get, work, one, make",0.453
1972,3,0.084,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.607
1973,6,0.078,CBC,"said, would, season, one, player, game, play, peopl, year, also",0.444
1974,3,0.183,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.442
1975,11,0.187,CBC,"peopl, said, one, say, covid-19, year, home, time, get, case",0.535
1976,11,0.063,CBC,"peopl, said, one, say, covid-19, year, home, time, get, case",0.4
1977,3,0.155,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.568
1978,3,0.169,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.522
1979,2,0.153,CBC,"said, peopl, would, say, time, get, first, prine, countri, one",0.584
1980,3,0.147,CBC,"n’t, one, get, time, said, make, like, ’re, say, use",0.389
1981,14,0.112,Washington Post,"n’t, said, say, like, get, time, peopl, day, one, would",0.474
1982,12,-0.017,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.407
1983,12,0.149,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.488
1984,12,0.084,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.469
1985,8,0.073,Washington Post,"peopl, say, n’t, time, like, said, get, work, one, make",0.402
1986,11,0.135,Washington Post,"peopl, said, one, say, covid-19, year, home, time, get, case",0.39
1987,7,0.071,Washington Post,"n’t, one, car, year, said, time, peopl, get, like, music",0.453
1988,8,0.083,Washington Post,"peopl, say, n’t, time, like, said, get, work, one, make",0.533
1989,14,0.061,Washington Post,"n’t, said, say, like, get, time, peopl, day, one, would",0.419
1990,9,0.107,Washington Post,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.421
1991,17,0.45,Washington Post,"use, said, servic, may, peopl, govern, time, inform, one, also",0.85
1992,9,0.221,Washington Post,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.447
1993,1,0.05,Washington Post,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.479
1994,9,0.065,Washington Post,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.389
1995,12,0.121,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.426
1996,11,0.061,Washington Post,"peopl, said, one, say, covid-19, year, home, time, get, case",0.462
1997,14,0.082,Washington Post,"n’t, said, say, like, get, time, peopl, day, one, would",0.462
1998,11,-0.014,Washington Post,"peopl, said, one, say, covid-19, year, home, time, get, case",0.392
1999,12,0.092,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.36
2000,12,0.057,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.432
2001,12,0.026,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.365
2002,12,0.051,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.472
2003,3,0.11,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.345
2004,12,-0.029,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.515
2005,3,0.176,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.44
2006,3,0.098,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.374
2007,3,0.22,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.485
2008,3,0.07,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.543
2009,12,0.091,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.356
2010,12,0.025,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.346
2011,17,0.085,Washington Post,"use, said, servic, may, peopl, govern, time, inform, one, also",0.419
2012,17,0.092,Washington Post,"use, said, servic, may, peopl, govern, time, inform, one, also",0.367
2013,12,0.056,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.426
2014,7,0.205,Washington Post,"n’t, one, car, year, said, time, peopl, get, like, music",0.522
2015,9,0.002,Washington Post,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.407
2016,12,0.095,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.404
2017,9,0.078,Washington Post,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.57
2018,9,0.18,Washington Post,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.405
2019,9,0.007,Washington Post,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.426
2020,9,-0.082,Washington Post,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.461
2021,1,0.006,Washington Post,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.374
2022,9,0.039,Washington Post,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.329
2023,9,0.057,Washington Post,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.482
2024,9,0.141,Washington Post,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.428
2025,3,0.001,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.488
2026,3,0.158,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.483
2027,3,0.102,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.4
2028,13,0.157,Washington Post,"said, work, say, one, also, n’t, peopl, year, show, time",0.389
2029,11,0.484,Washington Post,"peopl, said, one, say, covid-19, year, home, time, get, case",0.389
2030,12,0.087,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.463
2031,9,0.035,Washington Post,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.508
2032,12,0.047,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.462
2033,3,0.151,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.495
2034,14,0.093,Washington Post,"n’t, said, say, like, get, time, peopl, day, one, would",0.316
2035,3,0.184,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.594
2036,3,0.114,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.323
2037,12,0.137,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.356
2038,13,0.119,Washington Post,"said, work, say, one, also, n’t, peopl, year, show, time",0.527
2039,3,0.153,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.475
2040,1,0.113,Washington Post,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.405
2041,12,-0.015,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.377
2042,10,0.047,Washington Post,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.404
2043,14,0.083,Washington Post,"n’t, said, say, like, get, time, peopl, day, one, would",0.411
2044,12,0.035,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.287
2045,9,0.026,Washington Post,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.441
2046,12,0.042,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.387
2047,12,-0.017,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.412
2048,12,0.06,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.425
2049,11,0.056,Washington Post,"peopl, said, one, say, covid-19, year, home, time, get, case",0.374
2050,3,0.073,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.427
2051,0,0.079,Washington Post,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.402
2052,12,-0.01,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.334
2053,1,-0.8,Washington Post,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",1
2054,12,0.14,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.403
2055,17,0.074,Washington Post,"use, said, servic, may, peopl, govern, time, inform, one, also",0.449
2056,12,0.094,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.401
2057,3,0.013,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.545
2058,12,0.041,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.336
2059,12,0.079,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.402
2060,9,0.111,Washington Post,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.466
2061,12,0.247,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.521
2062,10,0.063,Washington Post,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.493
2063,10,0.065,Washington Post,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.355
2064,1,0.1,Washington Post,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.439
2065,12,0.083,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.441
2066,4,0.186,Washington Post,"peopl, said, star, one, work, n’t, news, time, reader, get",0.388
2067,3,0.121,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.627
2068,4,0.085,Washington Post,"peopl, said, star, one, work, n’t, news, time, reader, get",0.388
2069,3,0.157,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.518
2070,14,0.064,Washington Post,"n’t, said, say, like, get, time, peopl, day, one, would",0.563
2071,8,-0.001,Washington Post,"peopl, say, n’t, time, like, said, get, work, one, make",0.279
2072,3,0.015,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.514
2073,9,0.098,Washington Post,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.46
2074,8,0.12,Washington Post,"peopl, say, n’t, time, like, said, get, work, one, make",0.403
2075,12,-0.003,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.366
2076,8,0.016,Washington Post,"peopl, say, n’t, time, like, said, get, work, one, make",0.47
2077,9,0.033,Washington Post,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.433
2078,8,0.117,Washington Post,"peopl, say, n’t, time, like, said, get, work, one, make",0.354
2079,13,0.076,Washington Post,"said, work, say, one, also, n’t, peopl, year, show, time",0.399
2080,12,0.065,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.32
2081,12,0.078,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.395
2082,17,0.075,Washington Post,"use, said, servic, may, peopl, govern, time, inform, one, also",0.461
2083,17,0.109,Washington Post,"use, said, servic, may, peopl, govern, time, inform, one, also",0.488
2084,17,0.145,Washington Post,"use, said, servic, may, peopl, govern, time, inform, one, also",0.386
2085,11,0,Washington Post,"peopl, said, one, say, covid-19, year, home, time, get, case",0
2086,14,0.137,Washington Post,"n’t, said, say, like, get, time, peopl, day, one, would",0.441
2087,16,0.006,Washington Post,"said, would, peopl, coronaviru, race, also, n’t, day, one, report",0.475
2088,14,0.183,Washington Post,"n’t, said, say, like, get, time, peopl, day, one, would",0.492
2089,0,0.157,Washington Post,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.444
2090,11,0.105,Washington Post,"peopl, said, one, say, covid-19, year, home, time, get, case",0.389
2091,12,0.065,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.374
2092,12,0.04,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.495
2093,14,0.029,Washington Post,"n’t, said, say, like, get, time, peopl, day, one, would",0.403
2094,14,-0.01,Washington Post,"n’t, said, say, like, get, time, peopl, day, one, would",0.387
2095,3,0.206,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.542
2096,14,0.085,Washington Post,"n’t, said, say, like, get, time, peopl, day, one, would",0.501
2097,3,0.035,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.464
2098,12,-0.052,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.312
2099,9,0.171,Washington Post,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.405
2100,3,0.117,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.349
2101,12,0.017,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.279
2102,20,0.15,Washington Post,"said, one, time, would, may, market, also, n’t, govern, work",0.421
2103,3,0.236,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.552
2104,12,0.178,Washington Post,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.407
2105,3,0.148,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.467
2106,8,-0.023,Washington Post,"peopl, say, n’t, time, like, said, get, work, one, make",0.526
2107,3,0.268,Washington Post,"n’t, one, get, time, said, make, like, ’re, say, use",0.516
2108,8,-0.026,Washington Post,"peopl, say, n’t, time, like, said, get, work, one, make",0.406
2109,4,0.079,Washington Post,"peopl, said, star, one, work, n’t, news, time, reader, get",0.403
2110,13,-0.25,Washington Post,"said, work, say, one, also, n’t, peopl, year, show, time",0.25
2111,4,0.5,Washington Post,"peopl, said, star, one, work, n’t, news, time, reader, get",0.5
2112,8,-0.123,Washington Post,"peopl, say, n’t, time, like, said, get, work, one, make",0.327
2113,20,0.433,Washington Post,"said, one, time, would, may, market, also, n’t, govern, work",0.7
2114,16,0,Washington Post,"said, would, peopl, coronaviru, race, also, n’t, day, one, report",0
2115,8,0.136,Washington Post,"peopl, say, n’t, time, like, said, get, work, one, make",0.5
2116,9,0.135,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.504
2117,12,0.283,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.406
2118,9,0.102,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.531
2119,9,-0.003,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.403
2120,12,0.173,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.429
2121,9,0.064,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.387
2122,9,-0.135,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.61
2123,9,0.082,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.399
2124,9,0.176,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.381
2125,12,0.087,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.384
2126,9,0.095,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.521
2127,12,0.12,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.444
2128,12,0.108,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.463
2129,9,0.082,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.466
2130,12,0.06,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.448
2131,9,0.121,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.378
2132,5,0,The Globe and Mail,"said, market, canadian, canada, report, year, say, one, also, would",0
2133,8,0.071,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.412
2134,5,0.126,The Globe and Mail,"said, market, canadian, canada, report, year, say, one, also, would",0.428
2135,0,-0.022,The Globe and Mail,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.211
2136,12,0.096,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.364
2137,9,0.077,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.397
2138,12,0.144,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.375
2139,12,0.096,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.411
2140,8,0.15,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.368
2141,3,0.049,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.229
2142,12,0.084,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.427
2143,3,0.141,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.519
2144,9,0.081,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.408
2145,12,0.085,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.401
2146,12,0.093,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.508
2147,12,0.325,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.525
2148,9,0.16,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.501
2149,0,0.074,The Globe and Mail,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.333
2150,17,0.075,The Globe and Mail,"use, said, servic, may, peopl, govern, time, inform, one, also",0.427
2151,3,0.332,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.59
2152,12,0.326,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.385
2153,3,0.251,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.6
2154,3,0.162,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.36
2155,13,0.133,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.287
2156,0,0.192,The Globe and Mail,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.613
2157,8,-0.038,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.637
2158,12,0.135,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.388
2159,12,0.095,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.457
2160,12,0.172,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.414
2161,12,0.1,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.4
2162,12,0.122,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.408
2163,0,0.084,The Globe and Mail,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.504
2164,1,0.298,The Globe and Mail,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.769
2165,3,0.227,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.555
2166,14,0.172,The Globe and Mail,"n’t, said, say, like, get, time, peopl, day, one, would",0.433
2167,14,0.285,The Globe and Mail,"n’t, said, say, like, get, time, peopl, day, one, would",0.561
2168,3,0.391,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.696
2169,8,0.15,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.508
2170,3,0.298,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.466
2171,11,0.015,The Globe and Mail,"peopl, said, one, say, covid-19, year, home, time, get, case",0.423
2172,8,0.279,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.592
2173,3,0.243,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.655
2174,3,0.29,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.506
2175,9,0.128,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.411
2176,4,0.093,The Globe and Mail,"peopl, said, star, one, work, n’t, news, time, reader, get",0.441
2177,12,0.136,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.409
2178,17,0.145,The Globe and Mail,"use, said, servic, may, peopl, govern, time, inform, one, also",0.448
2179,9,0.083,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.475
2180,9,0.032,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.295
